Active,Agency,BraillePlates,City,CityCount,City_Related,CopyQuantity,Delivery,DeliveryCount,DescripNotes,FarePanel,Field 76,InternalNotes,LastPrintedLookup,LastSurveyedLookup,MonthPrinted,MonthPrintedCount,NonStopCity,NonStopLocation,Note600s,OverrideEffDate,PhoneID,ShelterNum,Sidenote,SignClassification,SignClassificationCount,SignEventCodeM,SignEventCodeP,SignEventCodeS,SignID,SignType,SignTypeCount,Status,StopDescription,Stop_id_suffix,Stops_CityF_Lookup,TIDFile,Tag,TempFlag,UNIQUEID,UseOldMakepoints,stp_511_id
Yes,ACTransit,,Alameda,1997,Alameda,1,Polecrew,2630,,,,,2020-08-09,2009-11-24,2020-08,2603,,,No,,56810,,,Polesign,2630,M,P,S,1334,R22,2630,OK,"Encinal Ave. at Mound St., Alameda, NS E",,Alameda,,,No,0101110,No,56810
Yes,ACTransit,,Alameda,1997,Alameda,1,Polecrew,2630,,,,,2020-08-09,2010-03-22,2021-10,2603,,,Yes,,50650,,,Polesign,2630,M,P,S,1335,R22,2630,OK,"Encinal Ave. at Broadway, Alameda, NS W",,Alameda,,,No,0104120,No,50650
Yes,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,,2021-12-06,2009-09-29,2022-05,2603,,,Yes,,50860,,,Polesign,2630,M,P,S,1426,R22,2630,OK,"Highland Ave. at Craig Ave., Piedmont, FS N",,Piedmont,,F22,Yes,1100250,No,50860
Sort of,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,,2019-06-06,2007-10-01,2019-12,2603,,,Yes,,56141,,,Polesign,2630,M,P,S,1429,R22,2630,To remove,"Highland Ave. at Moraga Ave., Piedmont, NS N",,Piedmont,,R22Susp,No,1100280,No,56141
Sort of,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,,2019-06-06,2009-09-29,2019-12,2603,,,Yes,,53245,,,Polesign,2630,M,P,S,1427,R22,2630,To remove,"Highland Ave. at Pala Ave., Piedmont, NS N",,Piedmont,,R22Susp,No,1100310,No,53245
Yes,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,"Changed from T24 to R22 May 18, 2010 --TG",2021-12-06,2009-09-29,2022-05,2603,,,Yes,,59988,,,Polesign,2630,M,P,S,1238,R22,2630,OK,"Highland Way at Highland Ave., Piedmont, NS W",,Piedmont,,F22,No,1100360,No,59988
Sort of,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,,2019-06-06,2009-09-29,2019-12,2603,,,No,,54056,,,Polesign,2630,M,P,S,1430,R22,2630,To remove,"Moraga Ave. at Estrella Ave., Piedmont, FS W",,Piedmont,,R22Susp,No,1100460,No,54056
Yes,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,,2021-12-06,2009-09-29,2022-05,2603,,,No,,56114,,,Polesign,2630,M,P,S,1721,R22,2630,OK,"Oakland Ave. at El Cerrito Ave., Piedmont, NS W",,Piedmont,,F22,Yes,1100550,No,56114
Yes,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,,2021-12-06,2009-09-29,2022-05,2603,,,No,,51335,,,Polesign,2630,M,P,S,1723,R22,2630,OK,"Oakland Ave. at Grand Ave., Piedmont, FS W",,Piedmont,,F22,No,1100580,No,51335
Yes,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,,2021-12-06,2009-09-29,2022-05,2603,,,No,,51541,,,Polesign,2630,M,P,S,1720,R22,2630,OK,"Oakland Ave. at Hillside Ave., Piedmont, NS W",,Piedmont,,F22,No,1100600,No,51541
Yes,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,,2021-12-06,2009-09-29,2022-05,2603,,,No,,53131,,,Polesign,2630,M,P,S,1722,R22,2630,OK,"Oakland Ave. at Latham St., Piedmont, FS W",,Piedmont,,F22,No,1100620,No,53131
Yes,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,,2021-12-06,2009-09-29,2022-05,2603,,,No,,51238,,,Polesign,2630,M,P,S,1724,R22,2630,OK,"Oakland Ave. at Olive Ave., Piedmont, FS W",,Piedmont,,F22,No,1100630,No,51238
Sort of,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,"Stop removed 3/2019 — ARP",2018-12-04,2009-11-02,2018-12,2603,,,Yes,,54866,,,Polesign,2630,M,P,S,1796,R22,2630,To remove,"Park Blvd. at Estates Dr., Piedmont, FS S",,Piedmont,,,No,1100650,No,54866
Yes,ACTransit,,Piedmont,1997,Piedmont,1,Polecrew,2630,,,,,2021-12-06,2009-11-02,2022-05,2603,,,Yes,,57544,,,Polesign,2630,M,P,S,1797,R22,2630,OK,"Park Blvd. at Saint James Dr., Piedmont, FS S (Leimert Blvd.)",,Piedmont,,F22,No,1100660,No,57544
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-01-07,2022-01,2603,,,No,,56508,,,Polesign,2630,M,P,S,1533,R22,2630,OK,"Barrett Ave. at Key Blvd., Richmond, NS E",,Richmond,,SP22,No,1300630,No,56508
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-01-07,2022-01,2603,,,No,,54469,,,Polesign,2630,M,P,S,1534,R22,2630,OK,"Barrett Ave. at Mount St., Richmond, NS E",,Richmond,,SP22,No,1300670,No,54469
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-01-07,2022-01,2603,,,No,,50166,,,Polesign,2630,M,P,S,1532,R22,2630,OK,"Barrett Ave. at San Pablo Ave., Richmond, FS E",,Richmond,,SP22,No,1300680,No,50166
Sort of,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-01-07,2019-12,2603,,,No,,56577,,,Polesign,2630,M,P,S,1609,R22,2630,To remove,"Central Ave. at Belmont Ave., Richmond, FS W",,Richmond,,R22Susp,No,1301100,No,56577
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2020-08-09,2009-11-10,2021-12,2603,,,Yes,,55621,,,Polesign,2630,M,P,S,1594,R22,2630,OK,"El Portal Dr. at Via Verdi, Richmond, FS W",,Richmond,,F22,No,1301410,No,55621
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-01-12,2020-08,2603,,,Yes,,55746,,,Polesign,2630,M,P,S,1616,R22,2630,OK,"Hilltop Dr. at I-80, Richmond, FS W",,Richmond,,F22,No,1301870,No,55746
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-01-12,2020-08,2603,,,No,,58448,,,Polesign,2630,M,P,S,1617,R22,2630,OK,"Hilltop Dr. at Hillview Dr., Richmond, FS N",,Richmond,,F22,No,1301890,No,58448
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-10-23,2021-12,2603,,,Yes,,58892,,,Polesign,2630,M,P,S,785,R22,2630,OK,"Macdonald Ave. at San Pablo Ave., Richmond, NS E",,Richmond,,,No,1302460,No,58892
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-10-23,2021-12,2603,,,Yes,,52032,,,Polesign,2630,M,P,S,786,R22,2630,OK,"Macdonald Ave. at Wilson Ave., Richmond, NS W",,Richmond,,,No,1302470,No,52032
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-01-07,2020-08,2603,,,No,,56649,,,Polesign,2630,M,P,S,1610,R22,2630,OK,"Pierce St. at Central Ave., Richmond, FS S",,Richmond,,F22,No,1302790,No,56649
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-01-07,2020-08,2603,,,No,,56678,,,Polesign,2630,M,P,S,1611,R22,2630,OK,"Pierce St. at Pacific East Mall, Richmond, OP S",,Richmond,,F22,No,1302800,No,56678
Yes,ACTransit,,Oakland,1997,Oakland,1,Polecrew,2630,,,,,2019-06-06,2009-11-18,2022-01,2603,,,No,,53329,,,Polesign,2630,M,P,S,541,R22,2630,OK,"12th St. at Martin Luther King Jr. Way, Oakland, FS W",,Oakland,,F22,Yes,1000510,No,53329
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,No case in shelter,2019-06-06,2009-11-06,2022-01,2603,,,No,,55228,702391,,Polesign,2630,M,P,S,742,R22,2630,OK,"Richmond Parkway Transit Center, Richmond, going S",,Richmond,,SP22,Yes,1303200,No,55228
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,Shelter has no case,2020-08-09,2009-11-06,2021-12,2603,,,No,,56664,702431,,Polesign,2630,M,P,S,743,R22,2630,OK,"Richmond Parkway Transit Center, Richmond, going S",,Richmond,,F22,Yes,1303210,No,56664
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,No case in shelter,2019-06-06,2009-11-06,2020-01,2603,,,No,,56780,702541,,Polesign,2630,M,P,S,744,R22,2630,OK,"Richmond Parkway Transit Center, Richmond, going S",,Richmond,,F22,Yes,1303215,No,56780
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-11-10,2020-08,2603,,,Yes,,54413,,,Polesign,2630,M,P,S,1620,R22,2630,OK,"Richmond Parkway at Bella Vista, Richmond, OP W",,Richmond,,F22,No,1303230,No,54413
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2020-08-09,2009-11-10,2020-08,2603,,,Yes,,58775,,,Polesign,2630,M,P,S,1619,R22,2630,OK,"Richmond Parkway at Lakeside Dr., Richmond, FS E",,Richmond,,F22,No,1303250,No,58775
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-10-23,2021-12,2603,,,Yes,,58988,,,Polesign,2630,M,P,S,783,R22,2630,OK,"San Pablo Ave. at Bayview Ave., Richmond, NS S",,Richmond,,F22,No,1303500,No,58988
Yes,ACTransit,,Richmond,1997,Richmond,1,Clear Channel,2630,,,,,2018-12-04,2010-12-24,2022-07,2603,,,No,,58300,703281,,Shelter,2630,M,P,S,572,S5,2630,OK,"San Pablo Ave. at Garvin Ave., Richmond, FS N",,Richmond,,F22,No,1303550,No,58300
Yes,ACTransit,,Richmond,1997,Richmond,1,Clear Channel,2630,,,,Added Line L from sign 2209.,2018-12-04,2010-12-24,2022-07,2603,,,No,,58884,793041,,Shelter,2630,M,P,S,579,S5,2630,OK,"San Pablo Ave. at Garvin Ave., Richmond, FS S",,Richmond,,F22,No,1303920,No,58884
Yes,ACTransit,,Richmond,1997,Richmond,2,Clear Channel,2630,,11in,,,2018-12-04,2010-12-24,2022-07,2603,,,No,,55530,703261,,Shelter,2630,M,P,S,571,Oak11,2630,OK,"San Pablo Ave. at Macdonald Ave., Richmond, FS N",,Richmond,,F22,No,1303600,No,55530
Yes,ACTransit,,Richmond,1997,Richmond,1,Clear Channel,2630,,,,,2018-12-04,2010-12-24,2022-07,2603,,,No,,53388,703271,,Shelter,2630,M,P,S,580,S5,2630,OK,"San Pablo Ave. at Macdonald Ave., Richmond, NS S",,Richmond,,F22,No,1303590,No,53388
Yes,ACTransit,,El Cerrito,1997,El Cerrito,2,Clear Channel,2630,,,,,2019-03-21,2010-12-24,2022-07,2603,,,No,,55594,703231,,Shelter,2630,M,P,S,583,S5,2630,OK,"San Pablo Ave. at Moeser Lane, El Cerrito, FS S",,El Cerrito,,F22,No,0501920,No,55594
Yes,ACTransit,,Richmond,1997,Richmond,1,Polecrew,2630,,,,,2019-06-06,2009-01-12,2020-08,2603,,,No,,55253,,,Polesign,2630,M,P,S,1618,R22,2630,OK,"Hilltop Dr. at Vista del Mar, Richmond, FS N",,Richmond,,F22,No,1303930,No,55253
Yes,ACTransit,,Alameda,1997,Alameda,1,Polecrew,2630,,,,,2019-06-06,,2020-08,2603,,,No,,50921,,,Polesign,2630,M,P,S,67,R22,2630,OK,"High St. at Fillmore St., Alameda, FS S",,Alameda,,,No,9901930,No,50921
Yes,ACTransit,,Union City,1997,Union City,1,Polecrew,2630,,,,,2019-06-06,,2022-01,2603,,,No,,50852,,,Polesign,2630,M,P,S,236,R22,2630,OK,"Union Landing Transit Center, Union City",,Union City,,SP22,No,9901670,No,50852
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-12-21,2021-12,2603,,,No,,55083,,,Polesign,2630,M,P,S,1239,R22,2630,OK,"Aurora Dr. at Fairway Dr., San Leandro, NS N",,San Leandro,,,No,1500190,No,55083
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,"Changed from T24 to R22 May 18, 2010 --TG",2019-06-06,2009-12-21,2021-12,2603,,,No,,51148,,,Polesign,2630,M,P,S,1240,R22,2630,OK,"Aurora Dr. at Fairway Dr., San Leandro, FS S",,San Leandro,,,No,1504020,No,51148
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,RTP,2019-03-21,2009-12-21,2021-10,2603,,,No,,55484,701321,,Shelter,2630,M,P,S,158,S3,2630,OK,"Aurora Dr. at Marina Blvd., San Leandro, FS N",,San Leandro,,Newmap,No,1500200,No,55484
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,PL 9/8,2019-06-06,2009-11-10,2022-01,2603,,,Yes,,55259,,,Polesign,2630,M,P,S,1241,R22,2630,OK,"Bancroft Ave. at Dutton Ave., San Leandro, NS N",,San Leandro,,F22,No,1500380,No,55259
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,PL 9/8,2019-06-06,2006-09-11,2022-01,2603,,,No,,55354,,,Polesign,2630,M,P,S,1242,R22,2630,OK,"Bancroft Ave. at Dutton Ave., San Leandro, NS S",,San Leandro,,F22,No,1500390,No,55354
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,PL 9/1 - on same side as school. Assume NB,2019-06-06,2010-01-04,2022-01,2603,,,Yes,,57007,,,Polesign,2630,M,P,S,1243,R22,2630,OK,"Bancroft Ave. at Jefferson Elementary School, San Leandro, going NW",,San Leandro,,F22,No,1500430,No,57007
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2010-01-04,2022-01,2603,,,No,,53853,,,Polesign,2630,M,P,S,1244,R22,2630,OK,"Bancroft Ave. at Jefferson Elementary School, San Leandro, going SE",,San Leandro,,F22,No,1500250,No,53853
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2020-08-09,2006-09-11,2022-01,2603,,,No,,59713,,,Polesign,2630,M,P,S,1325,R22,2630,OK,"Bay Fair BART, San Leandro, going S",,San Leandro,,SP22,No,1500540,No,59713
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-10-22,2022-01,2603,,,No,,53333,,,Polesign,2630,M,P,S,1326,R22,2630,OK,"Bay Fair BART, San Leandro, going S",,San Leandro,,SP22,No,1500550,No,53333
Sort of,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-11-18,2019-12,2603,,,No,,57054,,,Polesign,2630,M,P,S,1698,R22,2630,To remove,"Benedict Dr. at Montrose Dr., San Leandro, NS N",,San Leandro,,R22Susp,No,1500720,No,57054
Sort of,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-11-18,2019-12,2603,,,No,,57154,,,Polesign,2630,M,P,S,1697,R22,2630,To remove,"Benedict Dr. at Vista Grand Dr., San Leandro, NS N",,San Leandro,,R22Susp,No,1500730,No,57154
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,Still there April 2018,2014-06-02,2007-08-15,2014-06,2603,,,No,,53884,701461,,Shelter,2630,M,P,S,224,S3,2630,Has no service sign,"Davis St. at Doolittle Dr., San Leandro, FS E",,San Leandro,,W19-NoSvc,No,1500800,No,53884
Sort of,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-11-03,2019-08,2603,,,No,,56588,,,Polesign,2630,M,P,S,1246,R22,2630,To remove,"Davis St. at Hays St., San Leandro, NS E",,San Leandro,,,No,1500850,No,56588
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,,2019-03-21,2009-11-09,2021-10,2603,,,No,,58447,701441,,Shelter,2630,M,P,S,262,S3,2630,OK,"Davis St. at Orchard Ave., San Leandro, FS E",,San Leandro,,Newmap,No,1500870,No,58447
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,,2019-03-21,2009-11-18,2021-10,2603,,,No,,55713,701451,,Shelter,2630,M,P,S,263,S3,2630,OK,"Davis St. at Pierce Ave., San Leandro, FS E (Douglas Dr.)",,San Leandro,,Newmap,No,1500890,No,55713
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,Still there April 2019,2014-06-02,2007-08-15,2014-06,2603,,,No,,57685,701661,,Shelter,2630,M,P,S,229,S3,2630,Has no service sign,"1345 Doolittle Dr., San Leandro",,San Leandro,,W19-NoSvc,No,1500960,No,57685
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,Still there March 2018,2014-06-02,2009-01-28,2014-06,2603,,,No,,57686,701311,,Shelter,2630,M,P,S,280,S3,2630,Has no service sign,"Doolittle Dr. at Davis St., San Leandro, FS S",,San Leandro,,W19-NoSvc,No,1501000,No,57686
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,Still there April 2019,2014-06-02,2007-08-15,2014-06,2603,,,No,,52160,701521,,Shelter,2630,M,P,S,225,S3,2630,Has no service sign,"Doolittle Dr. at Polvorosa Ave., San Leandro, NS S",,San Leandro,,W19-NoSvc,No,1501060,No,52160
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-11-03,2022-01,2603,,,No,,56632,,,Polesign,2630,M,P,S,1248,R22,2630,OK,"East 14th St. at 148th Ave., San Leandro, NS S",,San Leandro,,SP22,No,1501300,No,56632
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2020-08-09,2009-11-03,2022-01,2603,,,No,,59449,,,Polesign,2630,M,P,S,1249,R22,2630,OK,"East 14th St. at 148th Ave., San Leandro, NS W",,San Leandro,,SP22,No,1501290,No,59449
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,,2019-03-21,2009-11-03,2022-07,2603,,,No,,55401,701871,,Shelter,2630,M,P,S,775,S3,2630,OK,"East 14th St. at Bayfair Dr., San Leandro, FS E",,San Leandro,,F22,No,1504180,No,55401
Sort of,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-11-03,2020-01,2603,,,No,,51817,,,Polesign,2630,M,P,S,1250,R22,2630,To remove,"East 14th St. at Haas Ave., San Leandro, FS N",,San Leandro,,,No,9904390,No,51817
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,1R,2020-08-09,2006-09-11,2022-01,2603,,,No,,55266,,,Polesign,2630,M,P,S,1252,R22,2630,OK,"East 14th St. at Dolores Ave., San Leandro, FS N",,San Leandro,,SP22,No,1501400,No,55266
Yes,ACTransit,,Union City,1997,Union City,1,Polecrew,2630,,,,,2019-06-06,2008-11-24,2022-01,2603,,,No,,53338,,,Polesign,2630,M,P,S,1253,R22,2630,OK,"Decoto Road at Meyers Dr., Union City, FS S",,Union City,,F22,No,1700420,No,53338
No,ACTransit,,San Leandro,1997,San Leandro,2,Clear Channel,2630,,,,"1Rkioskprint two copies",2019-03-21,2010-12-21,2019-12,2603,,,No,,52755,,,Shelter,2630,M,P,S,1251,S5,2630,Removed,"East 14th St. at Best Ave., San Leandro, FS S (Dutton Ave.)",,San Leandro,,,No,1501340,No,52755
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,,2019-03-21,2009-11-03,2022-07,2603,,,Yes,,59589,701881,,Shelter,2630,M,P,S,776,S3,2630,OK,"East 14th St. at Fairmont Dr., San Leandro, NS S",,San Leandro,,F22,No,1501440,No,59589
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2020-08-09,2009-11-03,2022-01,2603,,,No,,56226,,,Polesign,2630,M,P,S,1255,R22,2630,OK,"East 14th St. at Joaquin Ave., San Leandro, NS N",,San Leandro,,SP22,No,1501460,No,56226
Sort of,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,"Changed from T24 to R22 May 18, 2010 --TG",2019-06-06,2009-11-03,2020-01,2603,,,No,,51823,,,Polesign,2630,M,P,S,1256,R22,2630,To remove,"East 14th St. at Lorraine Blvd., San Leandro, FS S",,San Leandro,,,No,9904410,No,51823
Yes,ACTransit,,Union City,1997,Union City,1,Polecrew,2630,,,,,2019-08-13,2008-11-25,2022-01,2603,,,No,,55877,,,Polesign,2630,M,P,S,1257,R22,2630,OK,"Decoto Road at Alvarado-Niles Road, Union City, FS S",,Union City,,F22,Yes,1700350,No,55877
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,1R (should be Rapid sign),2020-08-09,2010-12-21,2022-01,2603,,,No,,55540,,,Polesign,2630,M,P,S,1258,R22,2630,OK,"East 14th St. at San Leandro Blvd., San Leandro, OP",,San Leandro,,SP22,No,1501500,No,55540
Yes,ACTransit,,Union City,1997,Union City,1,Polecrew,2630,,,,,2019-08-13,2008-11-25,2022-01,2603,,,No,,55295,,,Polesign,2630,M,P,S,1259,R22,2630,OK,"Decoto Road at Perry Road, Union City, FS S",,Union City,,F22,Yes,1700440,No,55295
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2010-12-21,2022-01,2603,,,No,,59966,,,Polesign,2630,M,P,S,1260,R22,2630,OK,"East 14th St. at West Estudillo Ave., San Leandro, NS S",,San Leandro,,SP22,No,1501570,No,59966
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,CN 2/2019,2019-06-06,2009-11-03,2022-01,2603,,,No,,55292,,,Polesign,2630,M,P,S,1261,R22,2630,OK,"East 14th St. at West Juana Ave., San Leandro, NS S",,San Leandro,,SP22,No,1504200,No,55292
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,,2019-03-21,2009-11-03,2022-01,2603,,,No,,54959,701561,,Shelter,2630,M,P,S,310,S3,2630,OK,"East 14th St. at Cornwall Way, San Leandro, FS S",,San Leandro,,SP22,No,1501390,No,54959
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,,2020-08-09,2009-11-03,2022-07,2603,,,No,,50200,701621,,Shelter,2630,M,P,S,264,S3,2630,OK,"East 14th St. at 153rd Ave., San Leandro, NS N",,San Leandro,,F22,No,9800840,No,50200
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,"San Leandro Main LibraryPL 9/3",2019-06-06,2009-11-18,2021-12,2603,,,No,,51232,,,Polesign,2630,M,P,S,1262,R22,2630,OK,"Estudillo Ave. at Santa Rosa St., San Leandro, NS E",,San Leandro,,,No,1501720,No,51232
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,,2019-03-21,2009-11-17,2021-10,2603,,,No,,51165,701351,,Shelter,2630,M,P,S,153,S3,2630,OK,"Estudillo Ave. at East 14th St., San Leandro, FS E",,San Leandro,,Newmap,No,1501640,No,51165
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,"I think removing this stop from the Line 75 stop list was a mistake, but for now it is not there.",2019-03-21,2009-11-18,2021-10,2603,,,No,,50630,701341,,Shelter,2630,M,P,S,222,S3,2630,OK,"300 Estudillo Ave. at Harrison St., San Leandro, NS W (San Leandro Main Library)",,San Leandro,,Newmap,No,1501600,No,50630
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2009-07-06,2011-04-08,2021-12,2603,,,No,,50920,,,Polesign,2630,M,P,S,1263,R22,2630,OK,"Fargo Ave. at Crosby St., San Leandro, NS W",,San Leandro,,,No,1501790,No,50920
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2010-01-12,2021-12,2603,,,No,,52338,,,Polesign,2630,M,P,S,1747,R22,2630,OK,"Farnsworth St. at Avon Ave., San Leandro, NS N",,San Leandro,,,No,1501830,No,52338
Sort of,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-12-01,2019-12,2603,,,No,,58110,,,Polesign,2630,M,P,S,1745,R22,2630,To remove,"Farnsworth St. at Burkhart Ave., San Leandro, FS N",,San Leandro,,R22Susp,No,1501850,No,58110
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-12-01,2021-12,2603,,,No,,56344,,,Polesign,2630,M,P,S,1746,R22,2630,OK,"Farnsworth St. at Fargo Ave., San Leandro, FS N",,San Leandro,,,No,1501870,No,56344
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-12-08,2021-12,2603,,,No,,55954,,,Polesign,2630,M,P,S,1264,R22,2630,OK,"Farnsworth St. at Manor Blvd., San Leandro, NS N",,San Leandro,,,No,1501890,No,55954
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,PL 9/1,2019-06-06,2009-12-08,2021-12,2603,,,No,,53454,,,Polesign,2630,M,P,S,1265,R22,2630,OK,"Farnsworth St. at Manor Blvd., San Leandro, FS S",,San Leandro,,,No,1501900,No,53454
Sort of,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-11-18,2019-12,2603,,,No,,52329,,,Polesign,2630,M,P,S,1701,R22,2630,To remove,"Grand Ave. at Joaquin Ave., San Leandro, NS N",,San Leandro,,R22Susp,No,1501970,No,52329
Sort of,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2009-11-18,2019-12,2603,,,No,,53231,,,Polesign,2630,M,P,S,1700,R22,2630,To remove,"Grand Ave. at Maud Ave., San Leandro, NS N",,San Leandro,,R22Susp,No,1501990,No,53231
Sort of,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,,2019-12,2603,,,No,,53236,,,Polesign,2630,M,P,S,1699,R22,2630,To remove,"Grand Ave. at Sybil Ave., San Leandro, FS N",,San Leandro,,R22Susp,No,1502000,No,53236
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2006-09-11,2021-12,2603,,,No,,50447,,,Polesign,2630,M,P,S,1266,R22,2630,OK,"Hays St. at Davis St., San Leandro, FS S",,San Leandro,,,No,1502060,No,50447
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Clear Channel,2630,,,,,2019-03-21,2009-11-30,2021-10,2603,,,No,,53239,701491,,Shelter,2630,M,P,S,157,S3,2630,OK,"Hays St. at West Juana Ave., San Leandro, NS S",,San Leandro,,Newmap,No,1502080,No,53239
Yes,ACTransit,,San Leandro,1997,San Leandro,1,Polecrew,2630,,,,,2019-06-06,2006-09-11,2022-01,2603,,,No,,51236,,,Polesign,2630,M,P,S,1267,R22,2630,OK,"Hays St. at West Estudillo Ave., San Leandro, FS N",,San Leandro,,SP22,No,1502070,No,51236
